日期,收盘点位,市值(元),流通市值(元),自由流通市值(元),PE-TTM正数等权,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2001-05-21,=2213.5900,=2964198325856.7979,=897632223163,=900424571876,=72.3718,=1,=49.8288,=38.6877,=26.7348
2001-05-18,=2203.3700,=2953285485807.0010,=894460600846,=897254118680,=72.0388,=1,=49.8165,=38.6856,=26.7348
2001-05-17,=2194.6500,=2942960108911.2983,=890571882504,=893313617342,=71.7259,=0.9989,=49.6643,=38.6763,=26.7348
2001-05-16,=2199.5000,=2950379460938.9971,=892914783200,=895659929529,=71.9356,=1,=49.5205,=38.6670,=26.7348
2001-05-15,=2191.0600,=2940869075544.1001,=889328345864,=892072136771,=71.6871,=0.9994,=49.5205,=38.6603,=26.6924
2001-05-14,=2178.4700,=2922391791402.4995,=884837461944,=887580992791,=71.3067,=0.9978,=49.3003,=38.6536,=26.6924
2001-05-11,=2155.4100,=2892914378637.6973,=876248229182,=878986750060,=70.6938,=0.9950,=49.2270,=38.6469,=26.6924
2001-05-10,=2147.2800,=2885448465640.7998,=871618477437,=874814872308,=70.5145,=0.9933,=49.2103,=38.6401,=26.6924
2001-05-09,=2132.8900,=2865068899625.2983,=866680539814,=869867855829,=70.1710,=0.9894,=49.0291,=38.6392,=26.6924
2001-05-08,=2137.9900,=2869618807871.7017,=868075333299,=871275910246,=70.2698,=0.9905,=49.0291,=38.6382,=26.6873
2001-04-30,=2119.1800,=2847150056544.1011,=860617813337,=863366692020,=69.6640,=0.9832,=49.0139,=38.6341,=26.6873
2001-04-27,=2115.1100,=2849579562197.9980,=860020753495,=861346741188,=69.5722,=0.9832,=48.9934,=38.6299,=26.6873
2001-04-26,=2105.0600,=2833896479751.3989,=855498763723,=856782235301,=69.2393,=0.9816,=48.8658,=38.6299,=26.6873
2001-04-25,=2119.1800,=2852557042796.7012,=860915397924,=862201201718,=69.7033,=0.9838,=48.7486,=38.6299,=26.6873
2001-04-24,=2166.1700,=2914767693339.0005,=877906107603,=879201435421,=71.1202,=0.9978,=48.7486,=38.6294,=26.6598
2001-04-23,=2150.4300,=2894355500363.4976,=872509332552,=873804630739,=70.7207,=0.9966,=48.7327,=38.6289,=26.6598
2001-04-20,=2152.3300,=2893643201841.7998,=873774627879,=874621961462,=70.7999,=0.9972,=48.7279,=38.6237,=26.6598
2001-04-19,=2172.8700,=2918935352404.3008,=881346261166,=882218327484,=71.5157,=0.9983,=48.7097,=38.6184,=26.6598
2001-04-18,=2172.5600,=2919106746738.6021,=882508193953,=883380789084,=71.6345,=0.9994,=48.7034,=38.5996,=26.6598
2001-04-17,=2176.6800,=2926956365411.4004,=886070635189,=886945645397,=71.8599,=1,=48.7034,=38.5809,=26.6498
2001-04-16,=2168.0600,=2917481287557.7988,=883144416618,=884015090858,=71.5824,=1,=48.7027,=38.5779,=26.6498
2001-04-13,=2145.4000,=2890025355655.2998,=873343103463,=874222417481,=70.8507,=1,=48.6532,=38.5750,=26.6498
2001-04-12,=2134.8000,=2877049836668.9985,=869148438641,=869961685272,=70.5358,=0.9983,=48.6496,=38.5711,=26.6498
2001-04-11,=2131.4000,=2873236665943.2998,=867207927404,=868019396006,=70.4214,=0.9972,=48.5688,=38.5672,=26.6498
2001-04-10,=2128.4800,=2870734613208.1987,=865463781482,=866137404787,=70.3381,=0.9972,=48.5688,=38.5668,=26.6428
2001-04-09,=2117.3700,=2857351663400.1011,=861758761825,=860807115489,=70.0513,=0.9938,=48.5180,=38.5664,=26.6428
2001-04-06,=2108.6100,=2846023219049.6992,=857015804700,=855307105747,=69.7092,=0.9910,=48.4777,=38.5634,=26.6428
2001-04-05,=2112.6000,=2852717928918.3018,=858973593959,=857165087519,=69.9025,=0.9921,=48.4503,=38.5603,=26.6428
2001-04-04,=2090.7200,=2825721772522.4990,=849648214318,=847859196389,=69.2851,=0.9904,=48.3685,=38.5319,=26.6428
2001-04-03,=2123.0500,=2868124973051.0996,=862896486793,=861057505747,=70.4756,=0.9977,=48.3685,=38.5034,=26.6331
2001-04-02,=2125.0800,=2868273252260.1016,=863318150907,=861481678447,=70.5796,=0.9994,=48.3214,=38.5015,=26.6331
2001-03-30,=2112.7700,=2853551572308.6973,=859228251390,=857427988460,=70.2804,=0.9983,=48.2898,=38.4995,=26.6331
2001-03-29,=2101.6600,=2840082218127.8989,=854888901618,=853007807392,=69.9203,=0.9955,=48.2109,=38.4976,=26.6331
2001-03-28,=2106.8700,=2849874592559.5996,=856029883445,=854168564366,=70.1117,=0.9977,=48.1283,=38.4957,=26.6331
2001-03-27,=2107.2600,=2850563189462.2983,=855242593357,=853387239915,=70.0628,=0.9972,=48.1283,=38.4948,=26.6202
2001-03-26,=2089.8800,=2828511576059.1011,=847623265731,=845775103885,=69.5088,=0.9949,=48.0924,=38.4939,=26.6202
2001-03-23,=2053.5400,=2781843888159.5015,=834086943586,=832276469418,=68.3577,=0.9932,=48.0269,=38.4915,=26.6202
2001-03-22,=2087.5300,=2825426834145.6992,=845844471672,=843239763707,=69.3221,=0.9949,=47.9519,=38.4891,=26.6202
2001-03-21,=2066.3900,=2797805263202.3989,=838727236187,=836175551657,=68.7575,=0.9949,=47.9490,=38.4875,=26.6202
2001-03-20,=2045.7900,=2767644012568.6011,=829009850607,=824907400799,=68.2066,=0.9943,=47.9490,=38.4860,=26.6008
2001-03-19,=2036.6200,=2754607019962.7988,=824965199698,=820762831655,=67.8887,=0.9943,=47.9053,=38.4770,=26.6008
2001-03-16,=2020.2400,=2733070876847.0024,=818854639541,=814689273535,=67.3943,=0.9915,=47.8252,=38.4681,=26.6008
2001-03-15,=2022.6000,=2736390807485.4019,=819398877856,=813958874327,=67.4776,=0.9926,=47.7837,=38.4652,=26.6008
2001-03-14,=2018.6200,=2729495886361.4976,=817148205626,=811138781265,=67.2664,=0.9920,=47.7689,=38.4624,=26.6008
2001-03-13,=1998.7000,=2703436778766.3975,=809657575002,=803773998051,=66.6625,=0.9898,=47.7689,=38.4609,=26.5996
2001-03-12,=2012.5500,=2721226536360,=815727978618,=808127966974,=67.1560,=0.9920,=47.7600,=38.4594,=26.5996
2001-03-09,=2011.6600,=2723291084431.9995,=815446914390,=807776354528,=67.1100,=0.9920,=47.7405,=38.4592,=26.5996
2001-03-08,=2000.9000,=2711124931767.1011,=810376789594,=803371626809,=66.7600,=0.9920,=47.7335,=38.4590,=26.5996
2001-03-07,=1991.1800,=2697545788102.4990,=806128614851,=799147527968,=66.5061,=0.9909,=47.6691,=38.4365,=26.5996
2001-03-06,=1990.0600,=2692880739350.4995,=803418240652,=796448511244,=66.3733,=0.9909,=47.6691,=38.4140,=26.5845
2001-03-05,=1984.2000,=2688276355101.2974,=802102445970,=795187679998,=66.2512,=0.9909,=47.6230,=38.4064,=26.5845
2001-03-02,=1985.1100,=2693960852221.2012,=803151367848,=796238206668,=66.5093,=0.9914,=47.5893,=38.3988,=26.5845
2001-03-01,=1965.1200,=2668556228186.3013,=793840404268,=788290805695,=65.9145,=0.9909,=47.5847,=38.3960,=26.5845
2001-02-28,=1959.1800,=2663804453654.3008,=785939805797,=780468081868,=65.6771,=0.9897,=47.5533,=38.3933,=26.5845
2001-02-27,=1962.0400,=2672623933189.3989,=787739908837,=782280919468,=65.7915,=0.9903,=47.5533,=38.3704,=26.5414
2001-02-26,=1954.6900,=2658878257956.1982,=784200203904,=778441860805,=65.4360,=0.9885,=47.5423,=38.3475,=26.5414
2001-02-23,=1936.3500,=2634362687119.3979,=775682713523,=769988654066,=64.6564,=0.9857,=47.5083,=38.3407,=26.5414
2001-02-22,=1907.2600,=2594116542861.6997,=764986706309,=759851193217,=63.7351,=0.9839,=47.4594,=38.3339,=26.5414
2001-02-21,=1909.3300,=2597778905110.2998,=766483928645,=761398133669,=63.7557,=0.9845,=47.4260,=38.3119,=26.5414
2001-02-20,=1953.2200,=2659318036722.8008,=782312065483,=778566162468,=65.0536,=0.9874,=47.4260,=38.2899,=26.5403
2001-02-19,=1967.5500,=2678409393105.4995,=786256196999,=782748387365,=65.4702,=0.9897,=47.4229,=38.2712,=26.5403
2001-02-16,=1941.9600,=2642343568096.4990,=777008574477,=773834886886,=64.6873,=0.9874,=47.4180,=38.2525,=26.5403
2001-02-15,=1946.4800,=2652029767727.2988,=778868869286,=775649323547,=64.8700,=0.9879,=47.4059,=38.2497,=26.5403
2001-02-14,=1963.2000,=2676083392162.7998,=786350464695,=783240886088,=65.5079,=0.9902,=47.3820,=38.2469,=26.5403
2001-02-13,=1963.5300,=2677545780658.7012,=784938088896,=782802619817,=65.4528,=0.9902,=47.3820,=38.2467,=26.5116
2001-02-12,=1961.2200,=2674603857318.3989,=783713871103,=782146294496,=65.4069,=0.9902,=47.3566,=38.2466,=26.5116
2001-02-09,=1956.9700,=2667960866494.8984,=782104979333,=782011721229,=65.1743,=0.9902,=47.3549,=38.2431,=26.5116
2001-02-08,=1930.1400,=2630168283531.9014,=769544611225,=769607768987,=64.1921,=0.9902,=47.3538,=38.2397,=26.5116
2001-02-07,=1979.9400,=2697883250077.4985,=789487014199,=789505768932,=65.8167,=0.9908,=47.3531,=38.2191,=26.5116
2001-02-06,=1995.3100,=2717269631488.5986,=795328893169,=795336457229,=66.2431,=0.9913,=47.3531,=38.1985,=26.4678
2001-02-05,=2008.0300,=2734142532758.0020,=800948137918,=801014295062,=66.7129,=0.9919,=47.3348,=38.1943,=26.4678
2001-01-19,=2065.6100,=2809442873833.8989,=822627909159,=822502717800,=68.5490,=0.9948,=47.3152,=38.1901,=26.4678
2001-01-18,=2043.1100,=2777608004272.7012,=812376459151,=812235808420,=67.7587,=0.9942,=47.3099,=38.1859,=26.4678
2001-01-17,=2034.5800,=2768154027040.8999,=808372853648,=808567313367,=67.5819,=0.9942,=47.2390,=38.1817,=26.4678
2001-01-16,=2045.8900,=2783217343678.8989,=811912386225,=812996847025,=67.8697,=0.9948,=47.2390,=38.1736,=26.4510
2001-01-15,=2032.4400,=2763632133997.9995,=807670149524,=808767409399,=67.4342,=0.9948,=47.2318,=38.1655,=26.4510
2001-01-12,=2104.7500,=2862660070532.5005,=836126454214,=836878882614,=69.9135,=0.9965,=47.1583,=38.1577,=26.4510
2001-01-11,=2119.1400,=2881399911053.8013,=839458223884,=840600443494,=70.5145,=0.9988,=47.1317,=38.1500,=26.4510
2001-01-10,=2125.6100,=2888907786072.3989,=842094544024,=843224194170,=70.7073,=1,=47.0791,=38.1498,=26.4510
2001-01-09,=2101.1400,=2856388800192.5996,=832675063068,=833953632559,=69.9056,=0.9977,=47.0791,=38.1497,=26.4395
2001-01-08,=2102.0600,=2859201898284.9990,=833980528187,=835263437710,=70.0975,=0.9988,=47.0769,=38.1408,=26.4395
2001-01-05,=2125.3000,=2887157092191.3008,=841992886893,=844562462353,=70.5581,=1,=47.0757,=38.1320,=26.4395
2001-01-04,=2117.4100,=2876164725300.5000,=836844728530,=840279577604,=70.0567,=0.9994,=47.0633,=38.1305,=26.4395
2001-01-03,=2123.9000,=2883148496186.8989,=838386886011,=842407250968,=70.2445,=1,=47.0505,=38.1290,=26.4395
2001-01-02,=2103.4700,=2855140457983.4004,=830553528180,=834723255105,=69.8111,=1,=47.0505,=38.1218,=26.4336
2000-12-29,=2073.4800,=2492594663423.0010,=742490438648,=742743445239,=63.0322,=0.9953,=47.0291,=38.1147,=26.4336
2000-12-28,=2053.7000,=2470865621946.2988,=734911631362,=735405242635,=62.4367,=0.9854,=47.0288,=38.1135,=26.4336
2000-12-27,=2058.2400,=2480336082306,=735740551081,=736237444914,=62.5056,=0.9866,=47.0050,=38.1123,=26.4336
2000-12-26,=2076.2700,=2501146395227.8008,=740125703262,=740602386119,=62.8681,=0.9936,=46.8666,=38.1011,=26.4336
2000-12-25,=2068.1700,=2492226199110.5996,=737408928523,=737890715307,=62.5299,=0.9889,=46.8666,=38.0899,=26.4336
2000-12-22,=2069.7700,=2495269490213.1001,=738496160073,=738969054894,=62.5631,=0.9895,=46.8187,=38.0885,=26.4336
2000-12-21,=2076.8900,=2502823047238,=741555927302,=742032055735,=62.8238,=0.9936,=46.8029,=38.0871,=26.4336
2000-12-20,=2071.2700,=2494646563482.6001,=740161731661,=740654235026,=62.6697,=0.9930,=46.7983,=38.0797,=26.4336
2000-12-19,=2049.0300,=2467565641501.3008,=731581262642,=732087296671,=61.9726,=0.9801,=46.7979,=38.0723,=26.4336
2000-12-18,=2044.5500,=2460642956082.0010,=730216541398,=730723116441,=61.8132,=0.9772,=46.7979,=38.0722,=26.4193
2000-12-15,=2039.3600,=2454842383024.1001,=728105826860,=728830958955,=61.6210,=0.9742,=46.7950,=38.0720,=26.4193
2000-12-14,=2051.0800,=2470551087416.4990,=731725476959,=732339968877,=61.9805,=0.9806,=46.7278,=38.0662,=26.4193
2000-12-13,=2056.1200,=2475147016798.7012,=733455604033,=734606145758,=62.1388,=0.9836,=46.6895,=38.0603,=26.4193
2000-12-12,=2059.0500,=2467908990005.0010,=731201296033,=732567546772,=61.9073,=0.9806,=46.6631,=38.0592,=26.4193
2000-12-11,=2046.0800,=2453749688811.9985,=725943611015,=727309051141,=61.4647,=0.9753,=46.6631,=38.0580,=26.4154
2000-12-08,=2073.1600,=2486563346194.6997,=735699235706,=737065845310,=62.3303,=0.9882,=46.6306,=38.0475,=26.4154
2000-12-07,=2075.0400,=2490415770034.9990,=729474068721,=730739537924,=62.2390,=0.9859,=46.6245,=38.0370,=26.4154
2000-12-06,=2075.6300,=2487567252459.5020,=731037233967,=732299562709,=62.3825,=0.9888,=46.5772,=38.0341,=26.4154
2000-12-05,=2091.6700,=2504713637008.0020,=736516287247,=737738892812,=63.0245,=0.9953,=46.5734,=38.0312,=26.4154
2000-12-04,=2092.1400,=2505312444561.4985,=736151828645,=737373285278,=63.0327,=0.9959,=46.5734,=38.0214,=26.4142
2000-12-01,=2081.8400,=2493095459102.7974,=732950218222,=734176490579,=62.6688,=0.9941,=46.5073,=38.0117,=26.4142
2000-11-30,=2070.6100,=2479555803112.3013,=728652345908,=729172359617,=62.2668,=0.9894,=46.4848,=38.0092,=26.4142
2000-11-29,=2067.5000,=2475844031814.5972,=728335868691,=728851837467,=62.2301,=0.9888,=46.4765,=38.0066,=26.4142
2000-11-28,=2079.4000,=2488654145653.0986,=732444742968,=732947986772,=62.5720,=0.9929,=46.4223,=38.0015,=26.4142
2000-11-27,=2049.6700,=2452387649695.7012,=722224771156,=722735202742,=61.6962,=0.9835,=46.4223,=37.9963,=26.3916
2000-11-24,=2053.3700,=2456322369799.3008,=723359293103,=723865081625,=61.7145,=0.9840,=46.3996,=37.9956,=26.3916
2000-11-23,=2119.4400,=2535905755016.9009,=746048313543,=746523886715,=63.7778,=1,=46.3983,=37.9948,=26.3916
2000-11-22,=2113.3000,=2527946875263.0996,=743256568372,=743733140590,=63.4717,=1,=46.3873,=37.9819,=26.3916
2000-11-21,=2097.9800,=2513077351313.4014,=737463967501,=737944292427,=63.1072,=0.9982,=46.3730,=37.9690,=26.3916
2000-11-20,=2101.3900,=2517663296864.9995,=737936878282,=738440138821,=63.1843,=1,=46.3730,=37.9595,=26.3845
2000-11-17,=2093.2400,=2506161610987.1011,=731236711685,=731742795541,=62.8692,=0.9976,=46.3336,=37.9501,=26.3845
2000-11-16,=2095.9800,=2508539577201.6011,=733451992703,=733856368489,=63.0771,=0.9988,=46.3151,=37.9387,=26.3845
2000-11-15,=2081.9100,=2490446517306.1011,=728893840992,=729308574227,=62.6543,=0.9976,=46.2465,=37.9273,=26.3845
2000-11-14,=2085.1200,=2494290671100.3003,=730163614040,=730574159351,=62.7198,=0.9982,=46.2168,=37.9254,=26.3845
2000-11-13,=2070.7900,=2476798062420.4009,=724123525435,=724558317848,=62.0566,=0.9923,=46.2168,=37.9235,=26.3799
2000-11-10,=2047.4600,=2450294455865.4009,=716702909489,=717137414309,=61.4331,=0.9869,=46.2144,=37.9214,=26.3799
2000-11-09,=2032.4800,=2430656911853.3013,=710846651020,=711264322872,=60.9964,=0.9827,=46.2137,=37.9192,=26.3799
2000-11-08,=2012.9100,=2405826616037.1011,=703829889160,=704249367827,=60.4413,=0.9750,=46.1671,=37.9151,=26.3799
2000-11-07,=1997.0800,=2387299986241.1997,=699043062993,=699463882967,=60.0095,=0.9666,=46.1497,=37.9111,=26.3799
2000-11-06,=1991.1700,=2380309008440.5991,=697002826364,=697421150395,=59.7859,=0.9636,=46.1497,=37.9079,=26.3709
2000-11-03,=1981.6300,=2370094281885.8008,=691274402340,=691723309463,=59.4847,=0.9582,=46.1436,=37.9048,=26.3709
2000-11-02,=1984.2600,=2374234717907.1992,=692296481274,=692368271510,=59.5719,=0.9606,=46.1376,=37.8940,=26.3709
2000-11-01,=1977.3600,=2365644649572.8008,=689977755187,=690064165442,=59.3311,=0.9570,=46.1315,=37.8833,=26.3709
2000-10-31,=1961.2900,=2346191377300.6001,=684659301467,=684743894955,=58.8454,=0.9510,=46.1312,=37.8825,=26.3709
2000-10-30,=1973.5800,=2358937368235.1997,=687378837329,=688033557723,=59.0705,=0.9545,=46.1312,=37.8818,=26.3437
2000-10-27,=1967.4100,=2353252793613.3999,=687076471280,=687728658395,=58.9832,=0.9533,=46.0810,=37.8812,=26.3437
2000-10-26,=1967.6700,=2352570497437.7988,=687193737194,=687751328330,=59.0021,=0.9539,=46.0087,=37.8807,=26.3437
2000-10-25,=1977.2500,=2364590985519.2012,=690638001539,=691191575467,=59.3004,=0.9569,=45.9023,=37.8757,=26.3437
2000-10-24,=1956.3400,=2342809242504.4995,=685265808842,=685828999078,=58.8241,=0.9526,=45.8941,=37.8706,=26.3437
2000-10-23,=1958.9400,=2346436371459.3979,=686350597444,=686919539283,=58.9465,=0.9544,=45.8941,=37.8690,=26.3132
2000-10-20,=1947.4500,=2332574805819.6992,=680087937096,=680663183248,=58.5687,=0.9508,=45.8934,=37.8674,=26.3132
2000-10-19,=1913.4200,=2294392895862.7012,=668040610645,=668548489538,=57.5712,=0.9351,=45.8884,=37.8580,=26.3132
2000-10-18,=1922.8400,=2305720994138.6997,=671378102262,=671880916836,=57.8190,=0.9393,=45.8644,=37.8486,=26.3132
2000-10-17,=1909.4900,=2290449853954.6992,=666626145787,=667141786735,=57.3527,=0.9321,=45.8576,=37.8464,=26.3132
2000-10-16,=1902.8100,=2282083699082.1992,=663966106069,=664485464018,=57.1027,=0.9284,=45.8576,=37.8442,=26.2999
2000-10-13,=1918.1600,=2300050392373.5996,=668971494937,=668796503019,=57.6479,=0.9380,=45.8445,=37.8379,=26.2999
2000-10-12,=1926.3200,=2308360811025.6001,=671994733994,=671753159764,=57.8605,=0.9404,=45.7841,=37.8317,=26.2999
2000-10-11,=1933.7300,=2316753432594.8008,=673682170209,=673450037320,=58.1174,=0.9445,=45.7764,=37.8215,=26.2999
2000-10-10,=1942.1500,=2326842104824.6011,=676291787368,=676054937209,=58.4776,=0.9505,=45.7468,=37.8114,=26.2999
2000-10-09,=1915.3500,=2294243230872.9004,=666342840863,=665686485407,=57.6131,=0.9384,=45.7468,=37.8025,=26.2942
2000-09-29,=1910.1600,=2285792863865.7002,=660741441552,=660079611742,=57.3291,=0.9342,=45.7395,=37.7937,=26.2942
2000-09-28,=1889.2900,=2259356694202.3989,=651868601214,=651163074212,=56.6789,=0.9257,=45.7155,=37.7838,=26.2942
2000-09-27,=1914.0900,=2288809258676.7012,=660297696704,=659576106268,=57.4402,=0.9371,=45.6886,=37.7740,=26.2942
2000-09-26,=1887.8300,=2258069118301.1997,=651876061890,=651013356425,=56.7097,=0.9274,=45.6605,=37.7721,=26.2942
2000-09-25,=1875.9100,=2243391820819.1001,=647420150839,=646574494456,=56.3236,=0.9237,=45.6605,=37.7702,=26.2900
2000-09-22,=1891.9800,=2262253407133.3008,=651171665492,=650395775929,=56.7430,=0.9285,=45.6494,=37.7601,=26.2900
2000-09-21,=1907.3100,=2280013140479.3003,=655627850303,=654830108316,=57.1024,=0.9321,=45.6398,=37.7499,=26.2900
2000-09-20,=1922.2900,=2296925252998.9995,=660426542884,=659102802798,=57.5661,=0.9381,=45.5869,=37.7478,=26.2900
2000-09-19,=1903.1500,=2274733532268.9004,=654495525952,=653212571702,=56.9998,=0.9326,=45.5811,=37.7457,=26.2900
2000-09-18,=1946.7500,=2326195836145.3989,=669453264595,=668100326522,=58.3821,=0.9496,=45.5811,=37.7347,=26.2893
2000-09-15,=1978.4300,=2362598688849.7988,=679965488476,=677988028363,=59.2727,=0.9563,=45.5494,=37.7236,=26.2893
2000-09-14,=1979.5100,=2361771308605.8989,=679841285512,=677820037812,=59.2479,=0.9562,=45.5392,=37.7166,=26.2893
2000-09-13,=1988.9400,=2372992597709.3018,=682790010775,=680794289812,=59.5820,=0.9605,=45.5337,=37.7095,=26.2893
2000-09-12,=1979.0900,=2360171828388.9004,=679992055806,=678025291018,=59.3500,=0.9580,=45.5026,=37.6945,=26.2893
2000-09-11,=1972.0400,=2350919677667.3003,=677101164326,=675012345658,=59.0442,=0.9568,=45.5026,=37.6794,=26.2862
2000-09-08,=1959.3100,=2335229365988.7983,=672823788770,=670745856433,=58.6164,=0.9543,=45.5024,=37.6770,=26.2862
2000-09-07,=1950.6600,=2325071194165.6011,=669419019555,=667372009684,=58.3584,=0.9524,=45.5001,=37.6746,=26.2862
2000-09-06,=1925.9100,=2295933894271.9004,=661227551836,=659203239209,=57.6184,=0.9433,=45.4899,=37.6641,=26.2862
2000-09-05,=1963.7900,=2342998074886.5005,=673689323175,=671612795237,=58.8753,=0.9567,=45.3723,=37.6536,=26.2862
2000-09-04,=2010.6000,=2398433687438.2998,=688922934081,=686974014273,=60.2844,=0.9713,=45.3723,=37.6443,=26.2739
2000-09-01,=1999.8600,=2387205903085.2988,=681302825121,=679107874934,=60.0450,=0.9682,=45.3383,=37.6350,=26.2739
2000-08-31,=2021.2000,=2412777606810.7026,=688059303443,=685340799004,=60.6888,=0.9761,=45.2831,=37.6345,=26.2739
2000-08-30,=2076.1400,=2476990700470.9004,=705859774268,=703059432275,=62.3073,=0.9957,=45.2812,=37.6340,=26.2739
2000-08-29,=2105.4800,=2512351662636.8999,=714937279203,=712326759116,=63.1718,=1,=45.2267,=37.6294,=26.2739
2000-08-28,=2100.5800,=2507209957228.8999,=713065948407,=710849476793,=63.0063,=0.9994,=45.2267,=37.6247,=26.2712
2000-08-25,=2086.7000,=2488924148521.6001,=706786609539,=704430123807,=62.4816,=0.9975,=45.1678,=37.5998,=26.2712
2000-08-24,=2071.1600,=2469868383744.9019,=700991093893,=698587703161,=61.9893,=0.9945,=45.1615,=37.5748,=26.2712
2000-08-23,=2057.9200,=2455075983767.2998,=696846878440,=694455366732,=61.6009,=0.9902,=45.1454,=37.5675,=26.2712
2000-08-22,=2074.7000,=2474601581297.0010,=701352464808,=699362130991,=62.0740,=0.9951,=45.1422,=37.5601,=26.2712
2000-08-21,=2108.6900,=2515397915414.9023,=712509450544,=711124659806,=63.1435,=1,=45.1422,=37.5527,=26.2599
2000-08-18,=2090.1800,=2493291685769.8984,=707303260801,=706177219351,=62.5218,=0.9994,=45.1023,=37.5454,=26.2599
2000-08-17,=2091.5900,=2495759427368.5991,=707284807245,=706047454093,=62.6000,=1,=45.1016,=37.5384,=26.2599
2000-08-16,=2083.4700,=2486630643071.5991,=705955161844,=704731620239,=62.5092,=1,=45.0949,=37.5314,=26.2599
2000-08-15,=2076.8200,=2477688925142.9990,=703281401611,=702618609279,=62.2664,=0.9994,=45.0856,=37.5206,=26.2599
2000-08-14,=2076.3000,=2478331836444.7012,=703012624293,=702326015044,=62.2855,=1,=45.0856,=37.5099,=26.2393
2000-08-11,=2062.6700,=2462624300818.0996,=698798021458,=698363288020,=61.8144,=0.9969,=45.0658,=37.5018,=26.2393
2000-08-10,=2065.9400,=2467226092305.9009,=700068266642,=699696506455,=61.8892,=0.9981,=45.0493,=37.4937,=26.2393
