日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM中位数,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2019-08-14,=3682.4000,=4688.7000,=35037808683478.1992,=26113792981942,=11576885634433.8262,=20.2719,=0.1575,=28.9079,=24.5049,=20.6785
2019-08-13,=3665.7500,=4667.5000,=34900831789467.9219,=25996890124558,=11519922213295.8379,=19.9710,=0.1251,=28.9104,=24.5132,=20.6789
2019-08-12,=3699.1000,=4709.9700,=35184429954023.2031,=26207187144157,=11625841728766.0879,=20.1183,=0.1394,=28.9106,=24.5236,=20.6795
2019-08-09,=3633.5300,=4626,=34651375494314.0898,=25798440657188,=11412041356157.6875,=20.0224,=0.1291,=28.9281,=24.5304,=20.6808
2019-08-08,=3669.2900,=4671.1300,=34895127326798.6055,=25954588296140,=11522024661286.2051,=20.2412,=0.1526,=28.9281,=24.5325,=20.6816
2019-08-07,=3621.4300,=4609.1100,=34497878269629.2891,=25652779741643,=11368060476032.7148,=20.0837,=0.1345,=28.9374,=24.5559,=20.6855
2019-08-06,=3636.3300,=4628.0700,=34633989200245.2031,=25747849646391,=11417227418955.0645,=20.2624,=0.1538,=28.9533,=24.5772,=20.6872
2019-08-05,=3675.6900,=4675.3300,=35014328950216.8984,=26022488018743,=11540358807053.6934,=20.5516,=0.1892,=28.9595,=24.5780,=20.6873
2019-08-02,=3747.4400,=4766.0900,=35675221419534.4063,=26511124892142,=11764103816585.9707,=20.8601,=0.2159,=28.9719,=24.5803,=20.6939
2019-08-01,=3803.4700,=4836.1500,=36210692459494.5078,=26831674177888,=11939222962970.7246,=21.3005,=0.2509,=28.9719,=24.5804,=20.6939
2019-07-31,=3835.3600,=4876.7000,=36510182697258.8906,=27052821693708,=12039015588075.9551,=21.6752,=0.2859,=28.9854,=24.5831,=20.6939
2019-07-30,=3870.3200,=4919.7100,=36786249554776.6016,=27228205334363,=12144408289719.9551,=21.5683,=0.2735,=29.0044,=24.5925,=20.6939
2019-07-29,=3854.2700,=4898.9300,=36640001649759.9063,=27125596663798,=12097979177183.7695,=21.4864,=0.2661,=29.0086,=24.6066,=20.6939
2019-07-26,=3858.5700,=4904.3400,=36681872404586.0078,=27149662827111,=12110372409562.4219,=21.6645,=0.2837,=29.0180,=24.6306,=20.6939
2019-07-25,=3851.0700,=4893.9900,=36629157964686.7891,=27090361328985,=12084981787347.6934,=21.6197,=0.2777,=29.0180,=24.6327,=20.6939
2019-07-24,=3819.8300,=4853.8700,=36395365582435.7188,=26906638750117,=11981197020773.7305,=21.5203,=0.2686,=29.0231,=24.6350,=20.6939
2019-07-23,=3789.9100,=4815.4700,=36112478139746,=26726755830443,=11888256747802.3535,=21.3291,=0.2526,=29.0268,=24.6464,=20.6939
2019-07-22,=3781.6800,=4802.4700,=36021928712792,=26682121726293,=11861766233734.5684,=21.3477,=0.2550,=29.0315,=24.6635,=20.6939
2019-07-19,=3807.9600,=4835.2800,=36257223231276.5000,=26836602123013,=11941210670685.7676,=21.7633,=0.2870,=29.0554,=24.6770,=20.6939
2019-07-18,=3768.4000,=4783.3100,=35917202018418.0938,=26586675291021,=11812544750266.5117,=21.3721,=0.2571,=29.0554,=24.6788,=20.6939
2019-07-17,=3804.6400,=4827.0800,=36194009478168.8828,=26818041798139,=11923581596996.8223,=21.8381,=0.2929,=29.0595,=24.7031,=20.6939
2019-07-16,=3806.8400,=4828.9000,=36248363261020.6016,=26844511986677,=11930571904878.2480,=21.9589,=0.2995,=29.0608,=24.7261,=20.6939
2019-07-15,=3824.1900,=4850.3100,=36364522891084.1016,=26935508786035,=11981765078677.8301,=21.9310,=0.2974,=29.0753,=24.7285,=20.6939
2019-07-12,=3808.7300,=4830.6700,=36260722725164.9922,=26868357811041,=11933664342639.3281,=21.7832,=0.2878,=29.1068,=24.7304,=20.6939
2019-07-11,=3785.2200,=4792.6300,=36012327105523.9063,=26700216619331,=11864779430197.7402,=21.8086,=0.2904,=29.1068,=24.7312,=20.6939
2019-07-10,=3786.7400,=4790.1600,=35981050280921.5078,=26690779581084,=11862733270846.1855,=21.8466,=0.2921,=29.1135,=24.7356,=20.6939
2019-07-09,=3793.1300,=4796.3000,=36174712688634,=26755245074925,=11884232167882.9746,=21.8667,=0.2929,=29.1138,=24.7421,=20.6939
2019-07-08,=3802.7900,=4805.3000,=36284692799511.2891,=26833423905068,=11915622122339.7422,=21.9896,=0.2991,=29.1232,=24.7451,=20.6939
2019-07-05,=3893.2000,=4918.2500,=37106874548423.3906,=27450192990352,=12196580015098.4141,=22.4562,=0.3310,=29.1573,=24.7493,=20.6939
2019-07-04,=3873.1000,=4889,=36985440035374.4063,=27347322618992,=12135306514383.3730,=22.2612,=0.3143,=29.1573,=24.7510,=20.6939
2019-07-03,=3893.5300,=4914.1900,=37126495763348.5078,=27452598001745,=12196906152634.5234,=22.8063,=0.3591,=29.1651,=24.7611,=20.6939
2019-07-02,=3937.1700,=4966.2000,=37485818886585.0938,=27757153121346,=12330312329945.1543,=23.1367,=0.3904,=29.1771,=24.7704,=20.6939
2019-07-01,=3935.8100,=4964.4600,=37451287406708.3125,=27650153982509,=12331460485777.8535,=22.8519,=0.3636,=29.1829,=24.7718,=20.6939
2019-06-28,=3825.5900,=4825.3300,=36584290950215.5078,=26991105738572,=12000849202132.0156,=22.4016,=0.3265,=29.2128,=24.7740,=20.6939
2019-06-27,=3834.8200,=4832.5600,=36699481780993.4922,=27087030018779,=12032671981281.2324,=22.4433,=0.3299,=29.2128,=24.7745,=20.6939
2019-06-26,=3794.3300,=4779.1200,=36385577805246.1094,=26838509904982,=11903548987131.1621,=22.1150,=0.3044,=29.2146,=24.7817,=20.6939
2019-06-25,=3801.3100,=4786.3600,=36452681319833.0078,=26863618623836,=11930921004106.0137,=22.2101,=0.3093,=29.2369,=24.7945,=20.6939
2019-06-24,=3841.2700,=4836.1200,=36803437023294.2109,=27130675699663,=12064723057494.3027,=22.3973,=0.3254,=29.2385,=24.8029,=20.6939
2019-06-21,=3833.9400,=4826.3500,=36720795055661.7891,=27064921415028,=12042569875320.7480,=22.2650,=0.3133,=29.2607,=24.8163,=20.6939
2019-06-20,=3828.5200,=4819.0400,=36655214728449.3906,=27015289101422,=12028886787748.2324,=22.1828,=0.3069,=29.2607,=24.8219,=20.6939
2019-06-19,=3715.9400,=4677.0700,=35712578410771.5078,=26327875646457,=11674469495309.4004,=21.3964,=0.2596,=29.2780,=24.8281,=20.6939
2019-06-18,=3667.6200,=4608.2100,=35346261423365.9922,=26086303220159,=11521672739798.8066,=20.9937,=0.2262,=29.2814,=24.8337,=20.6939
2019-06-17,=3654.8200,=4591.8000,=35249910981205.3047,=26028053082652,=11480193070389.9551,=20.8594,=0.2155,=29.2820,=24.8413,=20.6939
2019-06-14,=3654.8800,=4591.5400,=34339312325093.9883,=25822680966255,=11337533230795.2695,=20.4657,=0.1768,=29.3012,=24.8488,=20.6939
2019-06-13,=3685.3900,=4628.3000,=34571046723420.2930,=26001299626724,=11427049641459.1621,=20.7149,=0.2016,=29.3012,=24.8555,=20.7002
2019-06-12,=3691.1000,=4635.2700,=34633509082459.7070,=26035065001292,=11441318520201.5254,=20.6750,=0.1958,=29.3047,=24.8692,=20.7002
2019-06-11,=3719.2800,=4670.1900,=34864362847128.0078,=26206087910473,=11525482436825.5215,=20.9937,=0.2242,=29.3189,=24.8777,=20.7004
2019-06-10,=3610.7400,=4530.5200,=34082756622340.3984,=25589704649667,=11195134961577.5059,=20.3014,=0.1571,=29.3224,=24.8823,=20.7004
2019-06-06,=3564.6800,=4472.5700,=33728534683621.6094,=25297072012296,=11053933961916.0156,=19.9743,=0.1254,=29.3384,=24.9003,=20.7005
2019-06-05,=3597.1100,=4511.5800,=33992804240963.3867,=25483603036449,=11154994945908.4199,=20.3741,=0.1665,=29.3414,=24.9047,=20.7048
2019-06-04,=3598.4700,=4512.1900,=33961055808706.2891,=25475545160113,=11159773308652.9414,=20.1798,=0.1423,=29.3417,=24.9055,=20.7215
2019-06-03,=3632.0100,=4554.2400,=34184692865783.6094,=25664376886259,=11261666355931.3867,=20.2950,=0.1558,=29.3429,=24.9150,=20.7226
2019-05-31,=3629.7900,=4549.7200,=34168461442244.2930,=25655064713283,=11254322761952.2930,=20.5020,=0.1784,=29.3439,=24.9321,=20.7257
2019-05-30,=3641.1800,=4561.6100,=34295751132300.6094,=25761728032955,=11288847183210.7695,=20.5857,=0.1883,=29.3452,=24.9363,=20.7257
2019-05-29,=3663.9100,=4587.1700,=34414756125446.5117,=25852425858464,=11355123048083.7363,=20.8588,=0.2110,=29.3452,=24.9417,=20.7334
2019-05-28,=3672.2600,=4597.0200,=34463508733384.5938,=25905905479668,=11384230836725.8770,=21.1413,=0.2358,=29.3452,=24.9470,=20.7334
2019-05-27,=3637.2000,=4551.6500,=34176492562423.3008,=25669364018492,=11276140874746.3184,=21.0030,=0.2218,=29.3512,=24.9472,=20.7334
2019-05-24,=3593.9100,=4495.4800,=33843813915893.5117,=25411336237717,=11142634858463.5547,=20.5244,=0.1814,=29.3795,=24.9526,=20.7334
2019-05-23,=3583.9600,=4481.8300,=33759125552591.1211,=25351779272416,=11111650879660.4375,=20.4905,=0.1774,=29.3795,=24.9562,=20.7355
2019-05-22,=3649.3800,=4558.6200,=34230747082853.5000,=25718412839108,=11308327024021.2793,=20.7226,=0.1979,=29.3981,=24.9593,=20.7408
2019-05-21,=3666.7800,=4580.3400,=34377662466378.8984,=25832938954100,=11361149267583.0352,=21.0228,=0.2210,=29.4045,=24.9610,=20.7425
2019-05-20,=3617.7900,=4518.6600,=33999236579912.6914,=25528603587024,=11210530520245.6172,=20.6087,=0.1889,=29.4161,=24.9633,=20.7425
2019-05-17,=3648.7600,=4557.3400,=34143024852890.3008,=25667266115950,=11301721397811.8691,=20.8192,=0.2057,=29.4370,=24.9740,=20.7626
2019-05-16,=3743.9600,=4676.0900,=34897120355121.8008,=26236489189457,=11590947841934.9668,=21.6316,=0.2671,=29.4370,=24.9769,=20.7626
2019-05-15,=3727.0900,=4654.9600,=34749015882353.5781,=26119122828187,=11540209288350.2793,=21.2448,=0.2383,=29.4535,=24.9814,=20.7626
2019-05-14,=3645.1500,=4552.0100,=34091563243546.8086,=25608539809146,=11288710462674.0449,=20.8828,=0.2099,=29.4763,=24.9929,=20.7626
2019-05-13,=3668.7300,=4581.4500,=34291361058860.6992,=25759825314599,=11362180909060.7383,=21.1388,=0.2321,=29.5156,=24.9950,=20.7626
2019-05-10,=3730.4500,=4658.5400,=34816902234393.3984,=26108359623556,=11554162593361.8047,=21.0549,=0.2213,=29.5583,=25.0060,=20.7626
2019-05-09,=3599.7000,=4495.1700,=33778368670178,=25301655646319,=11152551408727.9023,=20.5164,=0.1798,=29.5583,=25.0140,=20.7626
2019-05-08,=3667.4600,=4579.7100,=34356746144381.5195,=25738119090453,=11360170256451.2539,=20.8384,=0.2074,=29.5674,=25.0217,=20.7662
2019-05-07,=3720.6700,=4646.1600,=34837696081569.8984,=26041729691196,=11525099696196.0098,=21.0632,=0.2210,=29.5755,=25.0311,=20.7662
2019-05-06,=3684.6200,=4600.7300,=34625720792790.1055,=25863459255319,=11419924337065.8379,=20.7250,=0.1971,=29.5775,=25.0315,=20.7662
2019-04-30,=3913.2100,=4886.1200,=36551703488188.0781,=27278604091823,=12121075555396.3711,=22.4028,=0.3113,=29.6227,=25.0354,=20.7679
2019-04-29,=3900.3300,=4870.0400,=36457432941173.0078,=27192194889295,=12017918234926.5313,=22.5676,=0.3224,=29.6633,=25.0542,=20.7679
2019-04-26,=3889.2700,=4856.1900,=36344403448041.9922,=27097249195212,=11917731631438.2344,=23.2654,=0.3835,=29.6834,=25.0562,=20.7686
2019-04-25,=3941.8200,=4921.7900,=36759048869216.8984,=27429235333555,=12044314748014.5254,=23.1091,=0.3709,=29.6927,=25.0571,=20.7679
2019-04-24,=4030.0900,=5032.0100,=37492880420115.7031,=27984577237977,=12272384227945.3203,=23.8078,=0.4235,=29.6946,=25.0573,=20.7679
2019-04-23,=4019.0100,=5018.1500,=37450446991944.4063,=27950436213913,=12220752569956.1738,=24.0507,=0.4420,=29.7088,=25.0588,=20.7679
2019-04-22,=4025.6100,=5026.4000,=37514360243015.6875,=27877271769491,=12234137420705.4492,=22.9644,=0.3553,=29.7310,=25.0690,=20.7679
2019-04-19,=4120.6100,=5144.8000,=38337358111047.6875,=28475724866736,=12520677882351.1895,=23.2761,=0.3831,=29.7352,=25.0907,=20.7686
2019-04-18,=4072.0800,=5084.1300,=38008194008665.9063,=28201998936307,=12377545465608.0586,=23.4458,=0.3935,=29.7360,=25.0926,=20.7679
2019-04-17,=4087.2400,=5102.5900,=38193434607493.3281,=28332441695460,=12426837510032.8301,=23.5791,=0.4071,=29.7365,=25.1009,=20.7679
2019-04-16,=4085.7900,=5100.7800,=38114449198012.4063,=28272083839662,=12422813476302.3730,=23.3828,=0.3886,=29.7425,=25.1012,=20.7679
2019-04-15,=3975.5200,=4962.9900,=37068855535659.5078,=27536921095633,=12081361429993.2422,=22.8398,=0.3454,=29.7500,=25.1077,=20.7679
2019-04-12,=3988.6200,=4979.3300,=37108955324431.7969,=27527689251942,=12113830656440.9043,=22.8961,=0.3498,=29.7425,=25.1123,=20.7686
2019-04-11,=3997.5800,=4990.5200,=37134841951926.6875,=27551290102197,=12137898761414.7324,=22.8667,=0.3470,=29.7500,=25.1154,=20.7679
2019-04-10,=4085.8500,=5100.7100,=37801022782612.8984,=28055452985487,=12396494712252.9395,=23.1521,=0.3729,=29.7500,=25.1210,=20.7679
2019-04-09,=4075.4300,=5087.7100,=37795473178142.3047,=28014816690936,=12374700918975.7383,=23.1222,=0.3697,=29.7500,=25.1224,=20.7679
2019-04-08,=4057.2300,=5064.9800,=37791395347487.7188,=27982574835631,=12334891370339.8379,=23.1516,=0.3717,=29.7500,=25.1250,=20.7679
2019-04-04,=4062.2300,=5069.5300,=37813684227823.3984,=27972145735421,=12351626997721.1055,=23.3706,=0.3853,=29.7500,=25.1288,=20.7679
2019-04-03,=4022.1600,=5019.3900,=37382370807030.2891,=27646337633609,=12225416534017.7949,=23.1379,=0.3705,=29.7500,=25.1400,=20.7679
2019-04-02,=3971.2900,=4955.9000,=36946889195620.1875,=27326088402483,=12067412103333.5879,=23.1515,=0.3709,=29.7500,=25.1470,=20.7679
2019-04-01,=3973.9300,=4959.2000,=36981415887978.5859,=27364892072040,=12071402152618.1816,=23.2249,=0.3766,=29.7500,=25.1497,=20.7679
2019-03-29,=3872.3400,=4832.4300,=36117584494136.2031,=26742493456197,=11797451266381.0293,=22.0489,=0.2889,=29.7425,=25.1540,=20.7686
2019-03-28,=3728.4000,=4652.7500,=34905121415548.8086,=25824879333100,=11342126350577.7109,=21.3888,=0.2459,=29.7500,=25.1552,=20.7679
2019-03-27,=3743.3900,=4671.2600,=35107395832195.2891,=25945293303909,=11385327280989.3066,=21.9306,=0.2817,=29.7500,=25.1573,=20.7679
2019-03-26,=3700.4400,=4617.6600,=34767586544775.3008,=25684081339153,=11250373510680.6738,=21.3385,=0.2418,=29.7500,=25.1632,=20.7679
2019-03-25,=3742.8300,=4670.5600,=35118811880329.1016,=25959640016536,=11396698525242.9844,=21.8481,=0.2780,=29.7500,=25.1632,=20.7679
2019-03-22,=3833.8000,=4784.0800,=35973648257396.2813,=26573160780224,=11627121374454.4785,=21.9942,=0.2840,=29.7425,=25.1602,=20.7686
2019-03-21,=3836.8900,=4787.9400,=36029397472407.2969,=26594772484353,=11627938697782.0176,=22.0468,=0.2866,=29.7500,=25.1632,=20.7679
2019-03-20,=3835.4400,=4786.1300,=36025284759632.1016,=26585243538984,=11623648494810.8535,=21.5971,=0.2607,=29.7500,=25.1632,=20.7679
2019-03-19,=3833.9600,=4784.2800,=36072660739358.3047,=26618066314512,=11618793661476.5332,=21.7721,=0.2726,=29.7500,=25.1632,=20.7679
2019-03-18,=3851.7500,=4806.4800,=36213945448129.9063,=26740185730406,=11671268205725.1016,=21.9081,=0.2788,=29.7500,=25.1632,=20.7679
2019-03-15,=3745.0100,=4673.2800,=35314840760556.3906,=26044002606771,=11353491799195.6289,=20.8105,=0.2039,=29.7425,=25.1602,=20.7686
2019-03-14,=3698.4900,=4615.2300,=34970099308868.1133,=25781774088643,=11213056679948.3379,=20.5413,=0.1826,=29.7500,=25.1632,=20.7679
2019-03-13,=3724.1900,=4647.3100,=35191947650617.7969,=25934274062292,=11287923806034.4785,=20.8890,=0.2076,=29.7500,=25.1632,=20.7686
2019-03-12,=3755.3500,=4686.1900,=35515827183201.9063,=26159000118159,=11382123214566.9082,=21.7294,=0.2706,=29.7500,=25.1632,=20.7686
2019-03-11,=3729.9500,=4654.5000,=35274008297640.9922,=25989439673885,=11305762733203.7246,=21.1706,=0.2303,=29.7500,=25.1632,=20.7686
2019-03-08,=3657.5800,=4564.1800,=34691046105343.9023,=25536252281722,=11095722045412.3730,=20.3582,=0.1632,=29.7425,=25.1602,=20.7882
2019-03-07,=3808.8500,=4752.9500,=36151011174812.3984,=26581842732488,=11552737669138.8066,=21.3341,=0.2389,=29.7500,=25.1632,=20.7882
2019-03-06,=3848.0900,=4801.9100,=36508021025614.1875,=26875747369058,=11672100648537.7012,=21.5411,=0.2529,=29.7500,=25.1632,=20.7882
2019-03-05,=3816.0100,=4761.8900,=36156160102255.6094,=26651969107794,=11571266532008.5195,=21.3003,=0.2364,=29.7500,=25.1632,=20.7882
2019-03-04,=3794.1000,=4734.5500,=36033516304931.2031,=26567773732244,=11510324940094.6523,=20.9317,=0.2101,=29.7500,=25.1632,=20.7882
2019-03-01,=3749.7100,=4679.1500,=35679948606901.2109,=26311606085616,=11380827265204.7793,=20.3253,=0.1603,=29.7425,=25.1602,=20.7686
2019-02-28,=3669.3700,=4578.8900,=34934802242595.6172,=25759345927906,=11131255643660.8535,=20.0138,=0.1271,=29.7500,=25.1632,=20.7686
2019-02-27,=3678.3900,=4590.1500,=35112783166190,=25861995693900,=11161779794790.9414,=20.2263,=0.1476,=29.7500,=25.1632,=20.7686
2019-02-26,=3684.6900,=4598.0200,=35044504103462.5117,=25833150604321,=11177418346751.8652,=20.2195,=0.1472,=29.7500,=25.1632,=20.7686
2019-02-25,=3729.4800,=4653.9100,=35455843147110.8984,=26127728688500,=11313082292201.0645,=20.6198,=0.1875,=29.7500,=25.1632,=20.7882
2019-02-22,=3520.1200,=4391.4900,=33495747344645.6953,=24721766349154,=10675608156202.4863,=19.5924,=0.0937,=29.7425,=25.1602,=20.7981
2019-02-21,=3442.7100,=4294.9200,=32911937157361.9883,=24286416158288,=10439337683093.9355,=18.7575,=0.0650,=29.7500,=25.1632,=20.7981
2019-02-20,=3451.9300,=4306.4200,=33033889871103.2070,=24373620622577,=10466188734983.9609,=18.6690,=0.0646,=29.7500,=25.1632,=20.7997
2019-02-19,=3439.6100,=4291.0500,=32905361636984.1016,=24278585868906,=10428763580958.9355,=19.0513,=0.0740,=29.7500,=25.1632,=20.8020
2019-02-18,=3445.7400,=4298.7100,=32938906416708.1094,=24317214063306,=10444427872190.5840,=19.1139,=0.0752,=29.7500,=25.1632,=20.8020
2019-02-15,=3338.7000,=4165.1700,=32046946973931.1953,=23631719801323,=10121257284728.6348,=18.5716,=0.0617,=29.7425,=25.1602,=20.8087
2019-02-14,=3402.1400,=4244.3100,=32642149439282.6992,=24063105068057,=10313504359838.2285,=18.7655,=0.0641,=29.7500,=25.1632,=20.8087
2019-02-13,=3397.0300,=4237.9300,=32675264415174.8984,=24065194151241,=10298861816398.1777,=18.7898,=0.0654,=29.7500,=25.1632,=20.8105
2019-02-12,=3330.3400,=4154.7300,=32066183142084.7891,=23629581444973,=10095979144538.6426,=18.4582,=0.0580,=29.7500,=25.1632,=20.8121
2019-02-11,=3306.4700,=4124.9600,=31867253945392.9883,=23512868596273,=10018068570154.4922,=18.2348,=0.0551,=29.7500,=25.1632,=20.8242
2019-02-01,=3247.4000,=4051.2600,=31476015607105.8008,=23187377192162,=9845167934541.7422,=17.8856,=0.0463,=29.7365,=25.1527,=20.8087
2019-01-31,=3201.6300,=3994.1700,=31145668181992.0977,=22936464162887,=9710072980595.4375,=17.4684,=0.0336,=29.7425,=25.1540,=20.8087
2019-01-30,=3168.4800,=3952.8100,=30788428469756.1016,=22671814028154,=9605631102112.1465,=17.2830,=0.0271,=29.7425,=25.1552,=20.8105
2019-01-29,=3193.9700,=3984.6100,=30979988508060.8945,=22827058658862,=9681021348503.9180,=17.3224,=0.0275,=29.7425,=25.1562,=20.8121
2019-01-28,=3183.7800,=3971.8900,=30871423734745.3008,=22741051705423,=9650459184429.3418,=17.3286,=0.0275,=29.7425,=25.1573,=20.8242
2019-01-25,=3184.4700,=3972.7600,=30870013826282.6016,=22738694802772,=9654048690119.4316,=17.4373,=0.0312,=29.7425,=25.1602,=20.8244
2019-01-24,=3158.7800,=3940.7100,=30608896780693.2891,=22546928693290,=9574087224115.7578,=17.4246,=0.0304,=29.7500,=25.1632,=20.8244
2019-01-23,=3141.0500,=3918.5900,=30457203494603.1016,=22442299012359,=9516657743744.0391,=17.3292,=0.0275,=29.7500,=25.1632,=20.8244
2019-01-22,=3143.3200,=3921.4200,=30449184681267.5859,=22446286406106,=9524229038988.6094,=17.3670,=0.0275,=29.7500,=25.1632,=20.8244
2019-01-21,=3185.6400,=3974.2100,=30838519090396.9102,=22728471914079,=9651721933564.0508,=17.7051,=0.0374,=29.7500,=25.1632,=20.8244
2019-01-18,=3168.1700,=3952.4300,=30652076611662.7109,=22589873565367,=9600673640681.4902,=17.5512,=0.0337,=29.7425,=25.1602,=20.8244
2019-01-17,=3111.4200,=3881.6200,=30119096332396.7188,=22204745344664,=9425760450053.1250,=17.0468,=0.0193,=29.7500,=25.1632,=20.8244
2019-01-16,=3128.6500,=3903.1200,=30222527695675.6016,=22296804874156,=9478958206060.0703,=17.2269,=0.0251,=29.7500,=25.1632,=20.8244
2019-01-15,=3127.9900,=3902.3000,=30202906450714.1016,=22281907565930,=9477609956585.5059,=17.0749,=0.0201,=29.7500,=25.1632,=20.8244
2019-01-14,=3067.7800,=3827.1900,=29734644974818.5000,=21919026533062,=9297400674020.1934,=16.8240,=0.0127,=29.7500,=25.1632,=20.8244
2019-01-11,=3094.7800,=3860.8600,=29983033268146.0898,=22088923218617,=9376062908721.1191,=17.0037,=0.0181,=29.7425,=25.1602,=20.8244
2019-01-10,=3072.6900,=3833.3000,=29782517760136.3281,=21935840780893,=9307451925758.8848,=17.0546,=0.0197,=29.7500,=25.1632,=20.8244
2019-01-09,=3078.4800,=3840.5200,=29911611596785.7109,=22013920323923,=9325904066488.2695,=17.0815,=0.0210,=29.7500,=25.1632,=20.8244
2019-01-08,=3047.7000,=3802.1300,=29641277657243.6016,=21811585095929,=9232487286239.8691,=16.9518,=0.0173,=29.7500,=25.1632,=20.8244
2019-01-07,=3054.3000,=3810.3700,=29693955564281.6055,=21862710383909,=9252984926649.4375,=16.9956,=0.0185,=29.7500,=25.1632,=20.8244
2019-01-04,=3035.8700,=3787.3800,=29580157786290.6992,=21759971102443,=9199009644625.4375,=16.7257,=0.0123,=29.7425,=25.1602,=20.8244
2019-01-03,=2964.8400,=3698.7600,=28976612242480.3086,=21304809193444,=8983172561921.6191,=16.1718,=0.0041,=29.7500,=25.1632,=20.8244
2019-01-02,=2969.5400,=3704.6200,=28972851173007.7070,=21316674506096,=8992836667899.8477,=16.4825,=0.0082,=29.7500,=25.1667,=20.8317
2018-12-28,=3010.6500,=3755.9100,=29396477261818.0039,=21551866935759,=9103040259688.6445,=16.7567,=0.0127,=29.7425,=25.1602,=20.8244
2018-12-27,=2990.5100,=3730.7100,=29234866810604.2891,=21433584478817,=9040902419571.6406,=16.5977,=0.0107,=29.7500,=25.1632,=20.8244
2018-12-26,=3002.0300,=3745.0900,=29348344934872.0117,=21503678202853,=9074342384097.6348,=16.7678,=0.0132,=29.7500,=25.1632,=20.8244
