日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM中位数,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2016-08-08,=3234.1833,=3857.8600,=26764082389552.1055,=19766543072685,=8292741343927.3896,=27.4092,=0.6075,=38.9888,=25.4972,=21.0793
2016-08-05,=3205.1101,=3823.1900,=26536846859422.5117,=19605049502408,=8220354264870.1709,=27.1160,=0.5947,=38.9888,=25.4927,=21.0793
2016-08-04,=3201.2888,=3817.2800,=26529946091613.1992,=19596304489615,=8209573025838.8145,=27.2134,=0.5993,=38.9888,=25.4842,=21.0793
2016-08-03,=3193.5073,=3808,=26508864684485.8906,=19572102955720,=8190469673520.0557,=27.3701,=0.6067,=38.9888,=25.4842,=21.0793
2016-08-02,=3189.0529,=3802.6900,=26509860012338.6094,=19564953843745,=8180447467679.0879,=27.3373,=0.6042,=38.9888,=25.4842,=21.0793
2016-08-01,=3176.8091,=3788.0900,=26418517777550.2969,=19494944108238,=8147463708961.9736,=27.2083,=0.5997,=38.9888,=25.4842,=21.0793
2016-07-29,=3203.9304,=3820.4300,=26551255694299.3906,=19609023514226,=8214491691573.7744,=27.2146,=0.6005,=38.9888,=25.4842,=21.0793
2016-07-28,=3221.1365,=3838.2300,=26641180330226.3984,=19688654377485,=8256785490351.6563,=27.5250,=0.6120,=38.9888,=25.4842,=21.0793
2016-07-27,=3218.2430,=3834.7600,=26645786855955,=19684254884674,=8253932484491.4775,=27.3447,=0.6050,=38.9888,=25.4842,=21.0793
2016-07-26,=3269.5882,=3895.3900,=26991208794860.3125,=19923304598849,=8381026121533.5420,=28.1377,=0.6330,=38.9888,=25.4842,=21.0793
2016-07-25,=3230.8850,=3848.9900,=26694415161839.2070,=19700659888638,=8283684822383.7422,=27.7173,=0.6219,=38.9888,=25.4842,=21.0793
2016-07-22,=3225.1621,=3841.0500,=26665248029444.2070,=19684018868087,=8270798474131.2900,=27.6085,=0.6169,=38.9888,=25.4842,=21.0793
2016-07-21,=3252.5227,=3873.0900,=26875374800132.5000,=19833780378952,=8340110299645.6055,=27.9391,=0.6276,=38.9888,=25.4842,=21.0793
2016-07-20,=3237.6051,=3855.2300,=26775117767454.6875,=19754372253267,=8300593985752.2217,=27.8893,=0.6272,=38.9888,=25.4842,=21.0793
2016-07-19,=3248.2341,=3867.6300,=26884373146610.5898,=19824268856029,=8328152166511.6514,=27.8452,=0.6247,=38.9888,=25.4842,=21.0793
2016-07-18,=3262.0222,=3882.2700,=27019138968600.1016,=19925712047667,=8362702633436.4961,=27.8866,=0.6264,=38.9888,=25.4842,=21.0793
2016-07-15,=3276.2775,=3899.0800,=27083247862999.6094,=19978081782268,=8396330404189.6533,=28.0854,=0.6284,=38.9888,=25.4842,=21.0793
2016-07-14,=3276.7637,=3897.1900,=27046427908457.2031,=19959402587744,=8397709266295.2510,=27.6176,=0.6173,=38.9888,=25.4842,=21.0793
2016-07-13,=3282.8681,=3904.2700,=27142636861098.5000,=20016532366197,=8413132827492.8018,=27.5986,=0.6161,=38.9888,=25.4842,=21.0793
2016-07-12,=3273.1823,=3884.7400,=27032844374202.6055,=19951948299237,=8389313645290.8623,=27.6235,=0.6169,=38.9888,=25.4842,=21.0793
2016-07-11,=3203.3298,=3801.3500,=26451994418272.1016,=19541611958195,=8212185330845.8135,=27.1589,=0.5988,=38.9888,=25.4842,=21.0793
2016-07-08,=3192.2804,=3787.0500,=26355611079867.8984,=19470960175189,=8181869480380.8643,=27.0233,=0.5898,=38.9888,=25.4842,=21.0793
2016-07-07,=3209.9542,=3801.6500,=26607535002514.0938,=19669345194320,=8227203586367.7344,=27.1093,=0.5960,=38.9888,=25.4842,=21.0793
2016-07-06,=3216.8035,=3802.3600,=26652534424012.7852,=19714616210080,=8237776301603.2451,=26.7804,=0.5750,=38.9888,=25.4842,=21.0793
2016-07-05,=3207.3827,=3789.8900,=26596455709870.9922,=19663509661225,=8215740470259.1357,=27.0409,=0.5906,=38.9888,=25.4842,=21.0793
2016-07-04,=3204.6962,=3784.6300,=26532494194660.7070,=19612075340440,=8210102368558.3584,=26.6876,=0.5688,=38.9888,=25.4842,=21.0793
2016-07-01,=3154.2003,=3724.7200,=26099810848904.6836,=19287313303764,=8103643651490.3633,=25.8862,=0.5245,=38.9888,=25.4842,=21.0793
2016-06-30,=3153.9210,=3722.8900,=26079121701885.2109,=19263882067118,=8100545106812.9004,=25.7793,=0.5171,=38.9888,=25.4842,=21.0793
2016-06-29,=3151.3898,=3718.2900,=26108363234701.9844,=19204217842629,=8073526005805.9326,=25.7306,=0.5142,=38.9888,=25.4842,=21.0793
2016-06-28,=3136.4013,=3700.4500,=25981165963721.1016,=19103307105978,=8033999124126.4180,=25.6922,=0.5117,=38.9888,=25.4842,=21.0793
2016-06-27,=3120.5443,=3680.5100,=25857021835843.9922,=19025981545480,=7993905966410.2432,=25.3419,=0.4903,=38.9888,=25.4842,=21.0793
2016-06-24,=3077.1554,=3629.0400,=25553681078414.3945,=18748974746331,=7885203754765.7100,=25.0888,=0.4677,=38.9888,=25.4927,=21.0793
2016-06-23,=3117.3168,=3671.4400,=25905851087310.9961,=19001950403528,=7986845119385.4199,=25.5286,=0.5014,=38.9888,=25.4972,=21.0793
2016-06-22,=3133.9611,=3688,=26002313598180,=19078553900734,=8024391399494.0498,=25.5997,=0.5047,=38.9888,=25.4972,=21.0793
2016-06-21,=3106.3175,=3654.8600,=25785402071313.4883,=18926439074487,=7955424340791.4902,=25.5156,=0.5010,=38.9888,=25.4972,=21.0793
2016-06-20,=3112.6744,=3662.3400,=25815457554449.4883,=18952748650137,=7970825335695.7695,=25.6729,=0.5076,=38.9888,=25.4972,=21.0793
2016-06-17,=3110.3572,=3659.2200,=25779113855564.8984,=18934115904900,=7964603594826.4600,=25.7570,=0.5121,=38.9888,=25.4972,=21.0793
2016-06-16,=3094.6748,=3638.9700,=25669895001503.3945,=18853761410751,=7925144336376.1475,=25.1632,=0.4739,=38.9888,=25.4972,=21.0793
2016-06-15,=3116.3682,=3662.0100,=25842668507673.6836,=18981190283137,=7977563340672.5938,=25.4886,=0.4990,=38.9888,=25.5003,=21.0793
2016-06-14,=3075.9834,=3614.2900,=25596231867780.0039,=18784746510769,=7877313127321.9580,=25.1552,=0.4731,=38.9888,=25.5161,=21.0793
2016-06-13,=3066.3413,=3602.8300,=25511805760034.6953,=18726105016147,=7852791714019.4639,=24.9814,=0.4591,=38.9888,=25.5368,=21.0793
2016-06-08,=3163.9864,=3717.4400,=25981568217885.3984,=19316150302587,=8058859923463.8379,=25.8155,=0.5125,=38.9888,=25.5572,=21.0793
2016-06-07,=3177.0536,=3730.5500,=26073688623482.5938,=19376574472139,=8092345873352.0098,=26.0417,=0.5273,=38.9888,=25.5572,=21.0793
2016-06-06,=3178.7883,=3732.1400,=26073438821478.7969,=19379207774066,=8094453836678.2695,=26.1220,=0.5322,=38.9888,=25.5572,=21.0793
2016-06-03,=3189.3255,=3740.9000,=26107621997395.5039,=19438930812311,=8098552984118.4424,=26.3589,=0.5441,=38.9888,=25.5572,=21.0793
2016-06-02,=3167.0997,=3714.4600,=25953738397711.8047,=19312066451239,=8044530218119.3467,=25.8285,=0.5133,=38.9888,=25.5572,=21.0793
2016-06-01,=3160.5470,=3706.6600,=25913223460440.4961,=19278352534488,=8027470093148.5146,=25.8266,=0.5125,=38.9888,=25.5572,=21.0793
2016-05-31,=3169.5598,=3717.2000,=25990598321361.6914,=19336274533085,=8051290748537.6777,=25.9064,=0.5179,=38.9888,=25.5572,=21.0793
2016-05-30,=3066.7095,=3595.6600,=25225014709252.5078,=18761260031876,=7788149249542.6689,=25.0217,=0.4616,=38.9888,=25.5572,=21.0793
2016-05-27,=3062.4993,=3590.5500,=25161243376308,=18717671154521,=7776913164957.0977,=25.1092,=0.4678,=38.9888,=25.5576,=21.0793
2016-05-26,=3064.2111,=3592.5500,=25173716082749.3945,=18725759261215,=7781054192781.9355,=25.3256,=0.4854,=38.9888,=25.5588,=21.0793
2016-05-25,=3059.2259,=3586.7000,=25120751126124.0039,=18687573977154,=7766614841654.9619,=25.3084,=0.4825,=38.9888,=25.5639,=21.0793
2016-05-24,=3063.5556,=3591.4900,=25159494648631.9961,=18697294437881,=7775051035551.3184,=25.5292,=0.4973,=38.9888,=25.5738,=21.0793
2016-05-23,=3087.2225,=3619.1600,=25306251198436.4961,=18808518624498,=7834014169791.0459,=25.7019,=0.5055,=38.9888,=25.5943,=21.0793
2016-05-20,=3078.2183,=3607.6500,=25224967852647.1016,=18747819640902,=7811785204627.5039,=25.3386,=0.4858,=38.9888,=25.5943,=21.0793
2016-05-19,=3062.5002,=3589.2100,=25110040179707.1094,=18656504440874,=7771148276232.4219,=25.1077,=0.4674,=38.9888,=25.6131,=21.0793
2016-05-18,=3068.0358,=3595.4300,=25160899664009.3047,=18698332865496,=7782530944930.3584,=25.1497,=0.4702,=38.9888,=25.6229,=21.0793
2016-05-17,=3086.0249,=3615.7200,=25296923182046.2070,=18799722254261,=7825581208971.8096,=25.6536,=0.5018,=38.9888,=25.6297,=21.0793
2016-05-16,=3095.3085,=3625.4200,=25337470183802.6172,=18834374164360,=7848279388412.8203,=25.9842,=0.5199,=38.9888,=25.6297,=21.0793
2016-05-13,=3074.9351,=3601.4100,=25201615787864.8008,=18691695571964,=7797772366646.7344,=25.6955,=0.5035,=38.9888,=25.6297,=21.0793
2016-05-12,=3090.1372,=3619.2100,=25294721833783.9922,=18762226387681,=7835150692275.9580,=26.0003,=0.5203,=38.9888,=25.6297,=21.0793
2016-05-11,=3082.8086,=3610.6000,=25262617744385.1172,=18738677806446,=7814662813214.9971,=25.9803,=0.5187,=38.9888,=25.6297,=21.0793
2016-05-10,=3069.1124,=3594.5000,=25143070520393.5078,=18646288846981,=7781589737877.2754,=25.8403,=0.5092,=38.9888,=25.6297,=21.0793
2016-05-09,=3065.6154,=3590.4000,=25108501397795.8047,=18628931466806,=7774081573521.1523,=25.7343,=0.5047,=38.9888,=25.6297,=21.0793
2016-05-06,=3130.3544,=3666.2200,=25640825516521.6094,=19031696491181,=7938849447899.4346,=26.5231,=0.5429,=38.9888,=25.6297,=21.0793
2016-05-05,=3213.9199,=3761.6400,=26258600101593.8984,=19500004981991,=8148784252525.5732,=27.1088,=0.5789,=38.9888,=25.6285,=21.0793
2016-05-04,=3209.4614,=3756.4300,=26221134981696.7031,=19478937962862,=8137222942507.2539,=27.0889,=0.5771,=38.9888,=25.6229,=21.0793
2016-05-03,=3213.5397,=3761.0700,=26268487264312.1055,=19514691895449,=8148581473095.1650,=26.5943,=0.5493,=39.0027,=25.6172,=21.0736
2016-04-29,=3156.7451,=3694.4600,=25869787767259.5977,=19207913961557,=7969785163399.6133,=26.3562,=0.5372,=39.0027,=25.6131,=21.0736
2016-04-28,=3160.5809,=3698.2800,=25934014425500.7109,=19256889313980,=7940548493543.5088,=26.5931,=0.5492,=39.0027,=25.5943,=21.0736
2016-04-27,=3165.9156,=3703.9700,=25958358500368.8047,=19272515042349,=7904510992137.1250,=26.7339,=0.5566,=39.0027,=25.5738,=21.0736
2016-04-26,=3179.1605,=3719.1100,=26063998747218.1992,=19348780501712,=7925922819086.3555,=26.8178,=0.5611,=39.0027,=25.5639,=21.0736
2016-04-25,=3162.0331,=3699.0100,=25956345876555.1953,=19240063088036,=7880948681137.0781,=26.5810,=0.5492,=39.0027,=25.5588,=21.0736
2016-04-22,=3174.9012,=3714.0300,=26055902274343.6016,=19315204243173,=7906030990598.7422,=26.0792,=0.5253,=39.0027,=25.5576,=21.0736
2016-04-21,=3160.6033,=3697.0400,=25983564859106.1016,=19259368094596,=7867478933858.1602,=25.4563,=0.4949,=39.0027,=25.5572,=21.0736
2016-04-20,=3181.0264,=3720.9300,=26132371775211.3984,=19373175180834,=7908000679338.3711,=25.8822,=0.5142,=39.0027,=25.5572,=21.0736
2016-04-19,=3238.3029,=3787.9300,=26546583708188.9102,=19673456985169,=8049022236644.7334,=26.7690,=0.5586,=39.0027,=25.5507,=21.0736
2016-04-18,=3228.4531,=3776.3700,=26487525780532.7031,=19627299973790,=8026871896038.6201,=26.6099,=0.5516,=39.0027,=25.5237,=21.0736
2016-04-15,=3272.2053,=3827.5000,=26833422145410.9961,=19885458677815,=8120857318758.0820,=27.2119,=0.5817,=39.0027,=25.5003,=21.0736
2016-04-14,=3275.8321,=3831.6400,=26890304313608.5898,=19923224708225,=8125141190170.4199,=27.5067,=0.5923,=39.0027,=25.4972,=21.0736
2016-04-13,=3261.3831,=3814.7400,=26810492111985.5156,=19866335747051,=8089338068110.8418,=27.3146,=0.5854,=39.0027,=25.4883,=21.0736
2016-04-12,=3218.4497,=3764.5200,=26370855943468.2969,=19590617554350,=7982599155201.6201,=26.8995,=0.5689,=39.0027,=25.4765,=21.0736
2016-04-11,=3230.0957,=3777.9600,=26443803914661.5938,=19642984641108,=8011202023420.5664,=27.2411,=0.5837,=39.0027,=25.4727,=21.0736
2016-04-08,=3185.7258,=3726.0600,=26090788897330.6016,=19381479558151,=7899361756476.9170,=26.8377,=0.5644,=39.0027,=25.4722,=21.0736
2016-04-07,=3209.2902,=3753.6200,=26283547518056.3984,=19523145055449,=7954437875472.4502,=27.1036,=0.5796,=39.0027,=25.4717,=21.0736
2016-04-06,=3257.5276,=3810.0200,=26655173716110.9063,=19799601619989,=8178021049692.0664,=27.6510,=0.5998,=39.0027,=25.4702,=21.0736
2016-04-05,=3264.4858,=3818.1600,=26726817838282.8984,=19843105999383,=8196240925444.2656,=27.7480,=0.6026,=39.0027,=25.4636,=21.0736
2016-04-01,=3221.8948,=3768.3500,=26440515344492.6992,=19629662599162,=8091832747580.8965,=26.4404,=0.5473,=39.0027,=25.4462,=21.0736
2016-03-31,=3218.0879,=3763.8200,=26380451825618.4961,=19583739927621,=8076855341482.5635,=26.2232,=0.5382,=39.0027,=25.4461,=21.0736
2016-03-30,=3216.2753,=3761.7000,=26387906514387.6992,=19576187817991,=8071437804879.7676,=26.3906,=0.5461,=39.0027,=25.4449,=21.0736
2016-03-29,=3135.4098,=3667.1200,=25744828523844.1094,=19100588802043,=7867670034528.3223,=26.2837,=0.5424,=39.0027,=25.4405,=21.0736
2016-03-28,=3169.7283,=3707.2600,=26003197783054.6016,=19297287923103,=7950741876028.1475,=26.5248,=0.5502,=39.0027,=25.4382,=21.0736
2016-03-25,=3197.8169,=3740.1100,=26191608432171.1992,=19428482385862,=8014820859797.6748,=27.2388,=0.5847,=39.0027,=25.4328,=21.0736
2016-03-24,=3181.8507,=3721.4400,=26070905181331.6016,=19329088532644,=7978586015891.2754,=26.8407,=0.5674,=39.0027,=25.4282,=21.0736
2016-03-23,=3236.0924,=3784.8800,=26503934228845.9883,=19646659146569,=8113778938585.2344,=27.2841,=0.5859,=39.0027,=25.4229,=21.0736
2016-03-22,=3225.7903,=3772.8300,=26436793115477.3984,=19553878841491,=8088392468641.8242,=27.3392,=0.5872,=39.0027,=25.4077,=21.0736
2016-03-21,=3249.4372,=3800.4800,=26642631565713.8984,=19697541296038,=8148555191979.6143,=27.5636,=0.5958,=39.0027,=25.4038,=21.0736
2016-03-18,=3171.9630,=3709.8700,=26135340862616.6016,=19332686033209,=7952961087961.9404,=26.8375,=0.5678,=39.0027,=25.3831,=21.0736
2016-03-17,=3124.2039,=3654.0100,=25819223655095.9063,=19106395658382,=7834837032932.4180,=26.2084,=0.5407,=39.0027,=25.3728,=21.0736
2016-03-16,=3090.0328,=3614.0500,=25620386260709.1094,=18970345834699,=7753307287911.9980,=25.6783,=0.5156,=39.0027,=25.3672,=21.0736
2016-03-15,=3074.7796,=3596.2100,=25457762749578.5938,=18841685486569,=7705047174465.2754,=25.5445,=0.5099,=39.0027,=25.3572,=21.0736
2016-03-14,=3065.6904,=3585.5800,=25386475261543.2930,=18785330347590,=7681088812183.7314,=25.6477,=0.5148,=39.0027,=25.3481,=21.0736
2016-03-11,=3018.2844,=3530.1300,=25056653479531.1914,=18554634307506,=7566470850520.3896,=25.0332,=0.4762,=39.0027,=25.3435,=21.0716
2016-03-10,=3013.1457,=3524.1200,=24972770976318.6914,=18501488757084,=7559436860578.5889,=24.7452,=0.4564,=39.0027,=25.3435,=21.0604
2016-03-09,=3071.9070,=3592.8500,=25455343181639.5977,=18868753648742,=7704832180321.9902,=25.3312,=0.4992,=39.0027,=25.3435,=21.0378
2016-03-08,=3107.6727,=3634.6800,=25683586312728.7070,=19034378953389,=7791497693109.1475,=25.8577,=0.5226,=39.0027,=25.3435,=21.0335
2016-03-07,=3104.8397,=3631.3600,=25667928433921.7188,=19018296279068,=7784935446988.3711,=25.7194,=0.5177,=39.0027,=25.3391,=21.0315
2016-03-04,=3093.8895,=3618.5600,=25622206963566.6016,=18983723364861,=7759647535325.2139,=25.6308,=0.5152,=39.0027,=25.3282,=21.0315
2016-03-03,=3058.4219,=3577.0800,=25189233338122.5156,=18662694323603,=7667612410485.5967,=25.5575,=0.5123,=39.0027,=25.3254,=21.0315
2016-03-02,=3051.3327,=3568.7800,=25120396844104.6914,=18599626005472,=7649284583989.5098,=25.6285,=0.5152,=39.0027,=25.3227,=21.0315
2016-03-01,=2930.6937,=3427.6900,=24182401678771.9102,=17904561541913,=7352766383841.0020,=24.8007,=0.4618,=39.0027,=25.3197,=21.0315
2016-02-29,=2877.4666,=3365.4300,=23793885262459.1992,=17626803538087,=7221094530400.3174,=24.3507,=0.4404,=39.0027,=25.3197,=21.0315
2016-02-26,=2948.0306,=3447.9600,=24260576969736.1953,=17959005754198,=7392451580341.9619,=25.6514,=0.5160,=39.0027,=25.3197,=21.0315
2016-02-25,=2918.7501,=3412.8000,=23984968396585.6016,=17749500645994,=7319636912877.6465,=25.4723,=0.5105,=39.0027,=25.3175,=21.0315
2016-02-24,=3109.5454,=3635.8900,=25440999093364.5117,=18811666244979,=7788280389793.0098,=26.8367,=0.5677,=39.0027,=25.3143,=21.0315
2016-02-23,=3089.3632,=3612.2900,=25278416018481,=18662200798344,=7738310282754.0977,=26.6199,=0.5586,=39.0027,=25.3126,=21.0315
2016-02-22,=3118.8675,=3646.7900,=25521544401075.3164,=18835392477447,=7812699041983.2998,=27.1542,=0.5841,=39.0027,=25.3046,=21.0315
2016-02-19,=3051.5850,=3568.1200,=24935967703813.6992,=18412987319075,=7646472619590.1104,=26.8015,=0.5674,=39.0027,=25.2916,=21.0315
2016-02-18,=3053.6985,=3570.5900,=24991863293120,=18453217286394,=7652139402441.0195,=26.7726,=0.5664,=39.0027,=25.2884,=21.0315
2016-02-17,=3063.3199,=3581.8400,=25072461919511.6953,=18514628419782,=7674835135192.6377,=26.9540,=0.5747,=39.0027,=25.2812,=21.0315
2016-02-16,=3037.0353,=3551.1100,=24854388912955.6133,=18339435474825,=7611229539030.5420,=26.7995,=0.5673,=39.0027,=25.2769,=21.0315
2016-02-15,=2946.7066,=3445.4900,=24141441619680.7031,=17819164580898,=7387504599152.0859,=25.9649,=0.5319,=39.0027,=25.2678,=21.0315
2016-02-05,=2963.7894,=3465.4600,=24326117733375.8047,=17939350298493,=7429761365885.1357,=25.4967,=0.5162,=38.9888,=25.2462,=21.0335
2016-02-04,=2984.7598,=3489.9800,=24474361799945.3984,=18041985171651,=7476421455195.2617,=26.0619,=0.5382,=38.9888,=25.2427,=21.0335
2016-02-03,=2948.6386,=3447.7500,=24196949651485.9102,=17818479547968,=7383190316180.1074,=25.8278,=0.5257,=38.9888,=25.2404,=21.0335
2016-02-02,=2961.3337,=3462.5900,=24352579342700.8086,=17934082843011,=7416928869065.2451,=25.6738,=0.5210,=38.9888,=25.2380,=21.0335
2016-02-01,=2901.0477,=3392.1000,=23922882208210.4063,=17619747224038,=7267841795349.3086,=25.0553,=0.4858,=38.9888,=25.2369,=21.0335
2016-01-29,=2946.0902,=3444.7700,=24352207460893.5117,=17934475037159,=7382377403266.4033,=25.8059,=0.5251,=39.0027,=25.2380,=21.0315
2016-01-28,=2853.7562,=3336.8100,=23672592632144.2031,=17436996383349,=7153188401166.4307,=24.6807,=0.4615,=39.0027,=25.2369,=21.0315
2016-01-27,=2930.3519,=3426.3700,=24228670049513,=17845573711866,=7341453801601.0908,=25.3120,=0.5045,=39.0027,=25.2380,=21.0315
2016-01-26,=2940.5085,=3438.2400,=24286187787470.5117,=17866301988795,=7366398015526.9180,=25.3728,=0.5093,=39.0027,=25.2369,=21.0315
2016-01-25,=3128.8860,=3658.5100,=25812556173302.6016,=18961061013544,=7833056055554.1182,=26.8602,=0.5706,=39.0027,=25.2343,=21.0315
2016-01-22,=3113.4626,=3640.4700,=25696819901735.1133,=18865594390011,=7791360208326.2100,=26.7069,=0.5646,=39.0027,=25.2301,=21.0315
2016-01-21,=3081.3454,=3602.9200,=25450324515156.0898,=18650029654364,=7711396120972.0029,=26.5127,=0.5558,=39.0027,=25.2287,=21.0315
2016-01-20,=3174.3781,=3711.7000,=26150853932710.3008,=19167321669316,=7940625401074.3330,=27.0670,=0.5801,=39.0027,=25.2198,=21.0315
2016-01-19,=3223.1251,=3768.7000,=26464603951559.5977,=19416987813108,=8064615391111.7471,=27.4561,=0.5924,=39.0027,=25.2091,=21.0315
2016-01-18,=3130.7289,=3660.6600,=25730429204552.3945,=18872980335904,=7837949467168.5918,=26.7093,=0.5661,=39.0027,=25.2031,=21.0315
2016-01-15,=3118.7300,=3646.6300,=25710628088939.3945,=18848666712704,=7809814491872.4424,=26.3033,=0.5510,=39.0027,=25.1941,=21.0218
2016-01-14,=3221.5710,=3766.8800,=26581004546967.3047,=19483301554334,=8064712578207.4219,=27.0678,=0.5809,=39.0027,=25.1938,=21.0218
2016-01-13,=3155.8790,=3689.9800,=26136155820973.8984,=19166706366185,=7901923110024.6963,=26.5816,=0.5615,=39.0027,=25.1920,=21.0218
2016-01-12,=3215.7100,=3759.9400,=26617738500743.9922,=19517536054307,=8048582979221.7441,=27.3231,=0.5875,=39.0027,=25.1884,=21.0218
2016-01-11,=3192.4500,=3732.7400,=26451128211859.3047,=19393457286155,=7989666787823.9863,=26.9239,=0.5755,=39.0027,=25.1845,=21.0013
2016-01-08,=3361.5630,=3930.4800,=27741870086770.5039,=20326492246524,=8410332877104.9004,=28.7275,=0.6329,=39.0027,=25.1796,=21.0013
2016-01-07,=3294.3840,=3851.9300,=27149564783232.4961,=19905418423001,=8245562897681.6182,=28.0722,=0.6114,=39.0027,=25.1792,=21.0013
2016-01-06,=3539.8080,=4138.8900,=28961007236823.9922,=21203701736257,=8841064895218.4980,=30.8224,=0.6727,=39.0027,=25.1762,=20.9942
2016-01-05,=3478.7800,=4067.5300,=28418601181117.3828,=20804519177596,=8691803779378.3408,=29.7088,=0.6521,=39.0027,=25.1655,=20.9830
2016-01-04,=3469.0660,=4056.1700,=28366727394835.6953,=20753559666619,=8666699441770.7500,=29.9293,=0.6566,=39.0027,=25.1570,=20.9784
2015-12-31,=3731.0050,=4362.4400,=30254092184792.0977,=22144172590739,=9312045630885.2051,=32.6878,=0.7026,=39.0027,=25.1567,=20.9784
2015-12-30,=3765.1750,=4402.4000,=30488158973799.5117,=22308252345225,=9379092340314.3867,=33.4330,=0.7162,=39.0027,=25.1527,=20.9761
2015-12-29,=3761.8750,=4398.5400,=30413378649758.1914,=22297905102552,=9362407836161.6133,=32.9733,=0.7088,=39.0027,=25.1470,=20.9752
2015-12-28,=3727.6320,=4358.5000,=30175565041986.1055,=22106344488078,=9278663657226.5898,=32.6283,=0.7035,=39.0027,=25.1428,=20.9735
2015-12-25,=3838.2010,=4487.7600,=30976171511866.6055,=22704341573375,=9553213111921.2207,=33.6408,=0.7200,=39.0027,=25.1384,=20.9614
2015-12-24,=3829.4020,=4477.4700,=30937159438475.3906,=22664133393121,=9528423064369.0215,=33.5309,=0.7183,=39.0027,=25.1369,=20.9614
2015-12-23,=3866.3810,=4520.7100,=31186223494151.9922,=22849791723357,=9619070964560.0508,=32.9307,=0.7092,=39.0027,=25.1369,=20.9592
2015-12-22,=3876.7330,=4532.8100,=31235913640011.5898,=22891808896642,=9642318547152.2539,=33.6990,=0.7224,=39.0027,=25.1312,=20.9546
2015-12-21,=3865.9650,=4520.2200,=31216447059920.9141,=22869977349209,=9616398401004.2188,=33.6637,=0.7212,=39.0027,=25.1288,=20.9483
2015-12-18,=3767.9130,=4405.5800,=30586890846793,=22387032395234,=9373394052937.0430,=33.2231,=0.7159,=39.0027,=25.1202,=20.9387
2015-12-17,=3755.8880,=4391.5200,=30519313197053.1211,=22352211581956,=9339801760750.0449,=33.4823,=0.7183,=39.0027,=25.1154,=20.9387
2015-12-16,=3685.4400,=4309.1500,=30033802117848.4141,=22002575982574,=9164302807202.2266,=32.0125,=0.6960,=39.0027,=25.1012,=20.9296
2015-12-15,=3694.3890,=4319.0900,=30054281651520.7109,=22029874563799,=9187844870525.8203,=31.8698,=0.6940,=39.0027,=25.1009,=20.9285
2015-12-14,=3711.3220,=4338.8900,=30274397532422.1992,=22176459596260,=9230662459539.0547,=31.9669,=0.6952,=39.0027,=25.0792,=20.9262
2015-12-11,=3608.0590,=4218.1600,=28612170895761.1094,=21331825723291,=8867598530765.8652,=32.6255,=0.7065,=39.0027,=25.0639,=20.9014
2015-12-10,=3623.0840,=4235.7300,=28751679514967.9063,=21431385784215,=8903458998550.9219,=32.5031,=0.7043,=39.0027,=25.0588,=20.9014
2015-12-09,=3635.9380,=4250.7500,=28886417986344.4883,=21537107975812,=8931589647598.6934,=32.5151,=0.7047,=39.0027,=25.0573,=20.8963
2015-12-08,=3623.0200,=4235.6500,=28791461284376.7070,=21466250333850,=8905674836477.5664,=32.8272,=0.7100,=39.0027,=25.0571,=20.8922
2015-12-07,=3687.6070,=4311.1600,=29311121418190.5000,=21849877156467,=9062356845196.2695,=32.7879,=0.7092,=39.0027,=25.0542,=20.8760
2015-12-04,=3677.5920,=4299.4500,=29319957306151.1016,=21840421196207,=9037128610619.6875,=32.7447,=0.7085,=39.0027,=25.0361,=20.8640
2015-12-03,=3749.2990,=4383.2800,=29990949509477.1992,=22312301733922,=9215046277906.8066,=33.5874,=0.7199,=39.0027,=25.0315,=20.8640
2015-12-02,=3721.9550,=4351.3200,=29619840587544.7031,=22064224212295,=9148345388618.5684,=32.3239,=0.7043,=39.0027,=25.0315,=20.8638
2015-12-01,=3591.6960,=4199.0300,=28548824214235.2969,=21290177141012,=8827483999800.9707,=32.0748,=0.6998,=39.0027,=25.0311,=20.8631
2015-11-30,=3566.4120,=4169.4700,=28473614617222.0039,=21201427732189,=8770310748583.6299,=32.1609,=0.7014,=39.0027,=25.0178,=20.8571
2015-11-27,=3556.9920,=4158.4600,=28376936840122.3086,=21141458698727,=8748479511077.9805,=31.8607,=0.6986,=39.0027,=25.0118,=20.8506
2015-11-26,=3759.4290,=4395.1300,=29902583985502.7109,=22302616635483,=9248113999617.5801,=34.4502,=0.7352,=39.0027,=25.0106,=20.8506
2015-11-25,=3781.6070,=4421.0600,=30029600123399,=22403655784431,=9303426908425.1309,=35.1987,=0.7422,=39.0027,=24.9988,=20.8444
2015-11-24,=3753.8890,=4388.6500,=29823792102355.7070,=22247365937155,=9233237030459.4238,=34.6918,=0.7393,=39.0027,=24.9980,=20.8373
2015-11-23,=3753.3350,=4388,=29848698465112.2031,=22268683731245,=9230222088762.0215,=34.4390,=0.7360,=39.0027,=24.9950,=20.8349
2015-11-20,=3774.3830,=4412.6100,=30000187466370.7188,=22381282568690,=9284648569341.6484,=34.2564,=0.7349,=39.0027,=24.9913,=20.8244
2015-11-19,=3774.9690,=4413.3000,=30027029757848.0078,=22394393653935,=9285378616848.0039,=34.1462,=0.7323,=39.0027,=24.9897,=20.8244
